Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Classifier,Precision,Recall,AUC,Kappa
AVRO,Walk,Forward,35.66%,15.22%,oversampling,Best first,Sensitive Threshold,22.81,145.19,66.5,7.56,IBk,0.184,0.71,0.534,0.031,
AVRO,Walk,Forward,35.66%,15.22%,oversampling,Best first,Sensitive Learning,27.06,156.69,55.0,3.31,RandomForest,0.181,0.833,0.644,0.053,
AVRO,Walk,Forward,35.66%,15.22%,oversampling,Best first,Sensitive Learning,15.44,34.63,177.06,14.94,NaiveBayes,0.265,0.362,0.73,0.107,
AVRO,Walk,Forward,35.66%,15.22%,oversampling,Best first,Sensitive Learning,22.81,144.94,66.75,7.56,IBk,0.184,0.71,0.628,0.031,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,No cost sensitive,19.25,55.06,156.63,11.13,RandomForest,0.283,0.554,0.693,0.139,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,No cost sensitive,9.19,15.69,196.0,21.19,NaiveBayes,0.215,0.209,0.715,0.083,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,No cost sensitive,20.88,58.19,153.5,9.5,IBk,0.251,0.548,0.662,0.123,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Threshold,26.56,111.0,100.69,3.81,RandomForest,0.221,0.79,0.649,0.154,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Threshold,11.13,19.88,191.81,19.25,NaiveBayes,0.221,0.258,0.531,0.082,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Threshold,21.5,86.63,125.06,8.88,IBk,0.21,0.596,0.602,0.074,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Learning,26.5,124.13,87.56,3.88,RandomForest,0.214,0.835,0.704,0.09,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Learning,10.88,19.75,191.94,19.5,NaiveBayes,0.22,0.254,0.715,0.08,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,No Feature Selection,Sensitive Learning,21.5,86.63,125.06,8.88,IBk,0.21,0.596,0.662,0.074,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,No cost sensitive,18.13,39.13,172.56,12.25,RandomForest,0.414,0.51,0.711,0.194,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,No cost sensitive,10.63,17.94,193.75,19.75,NaiveBayes,0.211,0.229,0.72,0.08,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,No cost sensitive,19.19,39.94,171.75,11.19,IBk,0.343,0.53,0.672,0.197,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Threshold,28.63,172.75,38.94,1.75,RandomForest,0.199,0.911,0.592,0.08,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Threshold,15.88,33.81,177.88,14.5,NaiveBayes,0.285,0.398,0.598,0.129,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Threshold,24.69,163.06,48.63,5.69,IBk,0.214,0.819,0.569,0.067,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Learning,29.31,176.88,34.81,1.06,RandomForest,0.206,0.941,0.714,0.093,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Learning,15.81,33.81,177.88,14.56,NaiveBayes,0.285,0.398,0.72,0.128,
AVRO,Walk,Forward,35.66%,15.22%,undersampling,Best first,Sensitive Learning,24.69,163.06,48.63,5.69,IBk,0.214,0.819,0.672,0.067,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,No cost sensitive,16.56,36.44,175.25,13.81,RandomForest,0.279,0.39,0.695,0.143,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,No cost sensitive,9.38,16.13,195.56,21.0,NaiveBayes,0.224,0.2,0.712,0.078,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,No cost sensitive,20.0,39.63,172.06,10.38,IBk,0.273,0.485,0.69,0.156,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Threshold,25.5,78.0,133.69,4.88,RandomForest,0.227,0.753,0.686,0.145,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Threshold,11.25,18.44,193.25,19.13,NaiveBayes,0.227,0.241,0.535,0.091,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Threshold,20.75,59.75,151.94,9.63,IBk,0.218,0.54,0.619,0.099,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Learning,23.56,81.63,130.06,6.81,RandomForest,0.216,0.713,0.692,0.128,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Learning,11.19,18.38,193.31,19.19,NaiveBayes,0.227,0.24,0.712,0.091,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,No Feature Selection,Sensitive Learning,20.75,58.94,152.75,9.63,IBk,0.219,0.54,0.691,0.101,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,No cost sensitive,15.94,29.88,181.81,14.44,RandomForest,0.302,0.379,0.694,0.157,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,No cost sensitive,11.0,19.31,192.38,19.38,NaiveBayes,0.234,0.24,0.738,0.092,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,No cost sensitive,17.5,34.69,177.0,12.88,IBk,0.295,0.461,0.682,0.164,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Threshold,27.5,132.0,79.69,2.88,RandomForest,0.209,0.843,0.624,0.102,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Threshold,16.0,36.0,175.69,14.38,NaiveBayes,0.359,0.415,0.615,0.161,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Threshold,22.94,122.19,89.5,7.44,IBk,0.21,0.718,0.584,0.073,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Learning,25.75,134.63,77.06,4.63,RandomForest,0.2,0.81,0.692,0.095,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Learning,16.0,36.0,175.69,14.38,NaiveBayes,0.359,0.415,0.738,0.161,
AVRO,Walk,Forward,35.66%,15.22%,SMOTE,Best first,Sensitive Learning,22.94,121.75,89.94,7.44,IBk,0.21,0.718,0.682,0.074,
